job_title,job_date,comp_name,comp_type,comp_size,eco_activity,qualif,region,city,salary,contract,positions,job_post_id,exper,gender
محلل نظم المعلومات,02/06/1444,شركة افنسبل سولوشنس لتقنية نظم المعلومات ـ شركة شخص واحد,خاص,صغيرة فئة ب,تصميم وبرمجة البرمجيات الخاصة,"['Language data', 'الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH,4500,دوام كامل,1,20202026356873,0,both
بائع,01/06/1444,شركة البكر عبدالله العوبثاني للتجارة,خاص,متوسطة فئة ب,الأسواق المركزية للمواد الغذائية والاستهلاكية,"['Skill data', 'استخدام الحاسب الالي', 'متوسط']",الرياض,RIYADH,4000,دوام كامل,4,20202026356725,0,both
محاسب,01/06/1444,مطعم بحر الامانة لتقديم الوجبات,خاص,صغيرة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Skill data', 'الحسابات', 'محترف', 'Language data', 'الانجليزية', 'محترف', 'Professional certificate \\ License data', 'استخدام الحاسوب', 'مفيد']",الرياض,RIYADH,4000,دوام كامل,1,20202026356645,0,F
مدير مقهى,01/06/1444,مؤسسة علي عبدالله محمد النخلي لتقديم المشروبات,خاص,صغيرة فئة أ,محلات تقديم المشروبات ( الكوفي شوب ),"['Language data', 'العربية', 'محترف']",المدينة المنورة,MADINA,4000,عمل عن بعد,1,20202026356633,0,F
مدير عام,01/06/1444,مطعم بحر الامانة لتقديم الوجبات,خاص,صغيرة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Skill data', 'المحاسبة', 'متوسط', 'Language data', 'العربية', 'محترف', 'Professional certificate \\ License data', 'استخدام الحاسوب', 'مفيد']",الرياض,RIYADH,4000,دوام كامل,1,20202026356599,0,F
مدخل بيانات,01/06/1444,مؤسسة ناجز لخدمات الأعمال,خاص,صغيرة فئة ب,أنشطة النداءات الخارجية التي تستعمل طرقاً مماثلة لبيع أو تسويق السلع أو الخدمات للعملاء المحتملين، والقيام بأبحاث السوق أو استطلاعات الرأي العام وغير ذلك من الأنشطة لصالح العملاء,,عسير,HIFAH,4001,دوام كامل,1,20202026356592,0,M
مهندس كهربائي,01/06/1444,مكتب وليد محمد البسام للاستشارات الهندسيه,خاص,صغيرة فئة أ,أنشطة الاستشارات الهندسية والمعمارية,"['Language data', 'الانجليزية', 'محترف']",الرياض,RIYADH,5000,دوام كامل,1,20202026356549,4,both
مساعد إداري,01/06/1444,فرع شركة بريميتالز تكنولوجيز العربية السعودية جي إم بي إتش,خاص,صغيرة فئة ب,الإنشاءات العامة للمباني السكنية,"['Skill data', 'استخدام الحاسب الالي', 'متوسط', 'Language data', 'عربي انجليزي', 'متوسط']",المنطقة الشرقية,JUBAIL,4500,دوام كامل,1,20202026356176,2,M
موظف استقبال,01/06/1444,شركة أطلال الجزيره للمقاولات,خاص,متوسطة فئة أ,أنشطة خدمات صيانة المباني,"['Skill data', 'مهارات التواصل وإدارة الوقت وخدمة العملاء', 'محترف', 'Language data', 'الانجليزية', 'محترف']",الرياض,RIYADH,5000,دوام كامل,1,20202026356124,2,F
مساعد إداري,01/06/1444,شركة الإمدادات التعاونية,خاص,متوسطة فئة أ,أنشطة خدمات صيانة المباني,"['Skill data', 'الحاسب آلي', 'متوسط', 'برامج الاوفيس', 'محترف', 'Language data', 'انجليزية', 'متوسط']",الرياض,RIYADH,5500,دوام كامل,1,20202026356089,0,F
مدير فرع,01/06/1444,مؤسسة الأداء الذكي لخدمات السيارات,خاص,صغيرة فئة ب,أنشطة مراكز خدمات وصيانة السيارات,"['Skill data', 'الاقناع ', 'محترف', 'Language data', 'العربية ', 'محترف', 'Professional certificate \\ License data', 'لايوجد ', 'مفيد']",مكة المكرمة,JEDDAH,5000,دوام كامل,2,20202026355999,2,M
مدير إداري,01/06/1444,شركة التقدم الذهبية للتجارة (شركة شخص واحد),خاص,صغيرة فئة أ,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Skill data', '2', 'متوسط']",مكة المكرمة,JEDDAH,6000,دوام كامل,1,20202026355822,2,M
بائع,01/06/1444,مؤسسة المربع الذهبي للوجبات السريعة,خاص,صغيرة فئة ب,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),,المنطقة الشرقية,KHUBAR,4000,دوام كامل,1,20202026355656,0,F
مدير متابعة وأداء مؤسسي,30/05/1444,مؤسسة محمد علي محمد الشرمان القحطاني للنقليات,خاص,صغيرة فئة ب,أنواع النقل البري الغير المحددة بمواعيد,,عسير,KHAMIS MU,4000,دوام كامل,1,20202026354658,0,M
أخصائي مبيعات,30/05/1444,مؤسسة الشمالي لقطع غيار السيارات,خاص,صغيرة فئة ب,البيع بالجملة والتجزئة لقطع الغيار الجديده للسيارات وتوابعها (وتشمل زينة السيارات),,تبوك,ABA AL QI,3300,دوام كامل,3,20202026354624,2,M
بائع,30/05/1444,شركة محمد عمر بالخير للتجارة,خاص,صغيرة فئة ب,البيع بالتجزئة للحوم ومنتجات اللحوم,"['Skill data', 'استخدام الحاسب الآلي', 'متوسط']",مكة المكرمة,JEDDAH,4000,دوام كامل,2,20202026354199,0,M
بائع هاتفي,30/05/1444,شركة محمد عمر بالخير للتجارة,خاص,صغيرة فئة ب,البيع بالتجزئة للحوم ومنتجات اللحوم,"['Language data', 'العربية', 'محترف', 'الإنجليزية', 'مبتدئ']",مكة المكرمة,GHITHAH,4000,دوام كامل,3,20202026354193,0,M
مساعد إداري,30/05/1444,شركة الاقبال لتصنيع المواد العاكسه,خاص,متوسطة فئة أ,إصلاح آلات ومعدات مناولة المعادن,,الرياض,RIYADH,4000,دوام كامل,1,20202026354169,0,M
موظف صندوق محاسبة,30/05/1444,مطعم ليفي لتقديم الوجبات,خاص,صغيرة فئة أ,المطاعم مع الخدمة,"['Skill data', 'التعامل مع الزبائن واللباقة ', 'متوسط', 'Language data', 'انجليزي', 'مبتدئ']",المنطقة الشرقية,ABRAQIYAH,4000,دوام كامل,1,20202026354069,0,both
مندوب مبيعات,30/05/1444,مؤسسة انيسة القصيم التجارية,خاص,صغيرة فئة أ,البيع بالجملة للتمور,,الرياض,RIYADH,4000,دوام كامل,1,20202026354045,2,both
مدير عمليات تشغيل,29/05/1444,شركة تيم واي للمقاولات  شركة شخص واحد,خاص,صغيرة فئة أ,التركيبات الكهربائية الأخرى,"['Language data', 'اللغة الانجليزية', 'محترف']",الرياض,RIYADH,4000,دوام كامل,1,20202026353994,2,F
مراقب خدمات عامة,30/05/1444,ورشة سيارات علي محمد علي الشرمان,خاص,صغيرة فئة أ,إصلاح محاور وفرامل السيارات,,عسير,KHAMIS MU,5200,دوام كامل,1,20202026354739,0,M
مساعد إداري,30/05/1444,فرع مؤسسة علي محمد القحطاني للنقل .,خاص,صغيرة فئة ب,نقل السلع المبردة والمجمدة,,عسير,KHAMIS MU,5500,دوام كامل,1,20202026354728,0,M
محاسب,30/05/1444,مؤسسة ماجد سهيل محمد العتيبي للكماليات,خاص,صغيرة فئة ب,البيع بالتجزئة للمكسرات والبن والتوابل والعطارة,,الباحة,BAHA,4000,دوام كامل,1,20202026354699,2,F
أمين مخزن,30/05/1444,مؤسسة لول التجارية,خاص,صغيرة فئة ب,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,"['Skill data', 'اجادة العمل ', 'متوسط', 'Language data', 'انجليزي ', 'متوسط', 'Professional certificate \\ License data', 'ثانويه ومافوق ', 'ضروري']",القصيم,UNAYZAH,4000,دوام كامل,1,20202026354689,2,M
مساعد إداري,30/05/1444,مؤسسة محمد علي محمد الشرمان القحطاني للنقليات,خاص,صغيرة فئة ب,أنواع النقل البري الغير المحددة بمواعيد,,عسير,KHAMIS MU,4000,دوام كامل,1,20202026354669,0,F
مندوب مبيعات,29/05/1444,شركة تيم واي للمقاولات  شركة شخص واحد,خاص,صغيرة فئة أ,التركيبات الكهربائية الأخرى,"['Skill data', 'مهارة التواصل', 'محترف', 'مهارة البحث', 'محترف', 'مهارات التفاوض', 'محترف']",الرياض,RIYADH,4000,دوام كامل,2,20202026353993,0,F
أخصائي خدمة عملاء,04/06/1444,شركة أليفة للتجارة,خاص,متوسطة فئة ب,أنشطة إيواء الحيوانات مع تقديم الرعاية الصحية اللازمة والعلاج,,الرياض,RIYADH,6000,دوام كامل,6,20202026372929,0,both
موظف استقبال,04/06/1444,شركة مجموعة شركات الحمراني القابضة,خاص,صغيرة فئة ب,تنظيم أنشطة قطاع الأعمال والمساهمة في تحسين عملياته,"['Skill data', 'الحاسب الالي ', 'متوسط', 'Language data', 'الانجليزية ', 'متوسط']",مكة المكرمة,JEDDAH,5000,دوام كامل,1,20202026372393,0,F
كاتب موارد بشرية,04/06/1444,شركة الخريف لتقنية المياه والطاقة شركة مساهمة عامة,خاص,عملاقة,إنشاء محطات ومشاريع الصرف الصحي وشبكات المجاري والمضخات,"['Skill data', 'استخدام جميع برامج الاوفيس ', 'متوسط', 'العمل الجماعي ', 'محترف', 'لبق وحسن المظهر ', 'متوسط', 'الالتزام في العمل ', 'محترف', 'Professional certificate \\ License data', 'دبلوم', 'ضروري']",الرياض,RIYADH,5483,دوام كامل,2,20202026372369,2,both
أخصائي قانوني,04/06/1444,مكتب المحامى سالم الشمرى للمحاماه والاستشارات القانونيه,خاص,صغيرة فئة أ,أنشطة المحاماة والاستشارات القانونية,"['Skill data', 'الحاسب الالي ', 'محترف', 'اعداد المذكراة وصياغتها ', 'محترف', 'Language data', 'الانجليزي', 'متوسط', 'اللغة العربية ', 'محترف', 'Professional certificate \\ License data', 'قانون ', 'ضروري']",المنطقة الشرقية,'AZIZI,4000,دوام كامل,1,20202026372238,2,both
مشرف موقع إنشائي,04/06/1444,شركة صقور العرب للمقاولات العامة,خاص,صغيرة فئة ب,قصور وصالات الافراح والمناسبات مع الاقامة,"['Skill data', 'مشرف خدمات ومرافق', 'محترف']",الرياض,RIYADH,5700,دوام كامل,3,20202026372219,0,M
فني كهربائي تمديدات كهربائية,04/06/1444,شركة صقور العرب للمقاولات العامة,خاص,صغيرة فئة ب,قصور وصالات الافراح والمناسبات مع الاقامة,,الرياض,RIYADH,5700,دوام كامل,3,20202026372013,0,M
